Statistic Label,Month,Year,COICOP,Commodity Group,UNIT,VALUE
Monthly rate of change in HICP,November,1996,01,Food and non-alcoholic beverages,%,-0.4
Monthly rate of change in HICP,November,1996,02,"Alcoholic beverages, tobacco and narcotics",%,0.2
Monthly rate of change in HICP,November,1996,03,Clothing and footwear,%,0.1
Monthly rate of change in HICP,November,1996,04,"Housing, water, electricity, gas and other fuels",%,0.6
Monthly rate of change in HICP,November,1996,05,"Furnishings, household equipment and routine household maintenance",%,0.3
Monthly rate of change in HICP,November,1996,06,Health,%,0.4
Monthly rate of change in HICP,November,1996,07,Transport,%,1.8
Monthly rate of change in HICP,November,1996,08,Communications,%,0.2
Monthly rate of change in HICP,November,1996,09,Recreation and culture,%,-0.9
Monthly rate of change in HICP,November,1996,10,Education,%,2.3
Monthly rate of change in HICP,November,1996,11,Restaurants and hotels,%,-0.2
Monthly rate of change in HICP,November,1996,12,Miscellaneous goods and services,%,0.3
Monthly rate of change in HICP,December,1996,00,All-items,%,0.4
Monthly rate of change in HICP,December,1996,01,Food and non-alcoholic beverages,%,0.0
Monthly rate of change in HICP,December,1996,02,"Alcoholic beverages, tobacco and narcotics",%,0.0
Monthly rate of change in HICP,December,1996,03,Clothing and footwear,%,2.6
Monthly rate of change in HICP,December,1996,04,"Housing, water, electricity, gas and other fuels",%,0.0
Monthly rate of change in HICP,December,1996,05,"Furnishings, household equipment and routine household maintenance",%,1.2
Monthly rate of change in HICP,December,1996,06,Health,%,0.0
Monthly rate of change in HICP,December,1996,07,Transport,%,0.0
Monthly rate of change in HICP,December,1996,08,Communications,%,0.0
Monthly rate of change in HICP,December,1996,09,Recreation and culture,%,0.5
Monthly rate of change in HICP,December,1996,10,Education,%,0.0
Monthly rate of change in HICP,December,1996,11,Restaurants and hotels,%,0.0
Monthly rate of change in HICP,December,1996,12,Miscellaneous goods and services,%,0.0
Monthly rate of change in HICP,January,1997,00,All-items,%,-1.0
Monthly rate of change in HICP,January,1997,01,Food and non-alcoholic beverages,%,0.8
Monthly rate of change in HICP,January,1997,02,"Alcoholic beverages, tobacco and narcotics",%,0.4
Monthly rate of change in HICP,January,1997,03,Clothing and footwear,%,-10.1
Monthly rate of change in HICP,January,1997,04,"Housing, water, electricity, gas and other fuels",%,-0.4
Monthly rate of change in HICP,January,1997,05,"Furnishings, household equipment and routine household maintenance",%,-2.7
Monthly rate of change in HICP,January,1997,06,Health,%,0.2
Monthly rate of change in HICP,January,1997,07,Transport,%,-0.9
Monthly rate of change in HICP,January,1997,08,Communications,%,0.0
Monthly rate of change in HICP,January,1997,09,Recreation and culture,%,-0.5
Monthly rate of change in HICP,January,1997,10,Education,%,0.0
Monthly rate of change in HICP,January,1997,11,Restaurants and hotels,%,0.3
Monthly rate of change in HICP,January,1997,12,Miscellaneous goods and services,%,0.2
Monthly rate of change in HICP,February,1997,00,All-items,%,0.7
Monthly rate of change in HICP,February,1997,01,Food and non-alcoholic beverages,%,-0.2
Monthly rate of change in HICP,February,1997,02,"Alcoholic beverages, tobacco and narcotics",%,1.8
Monthly rate of change in HICP,February,1997,03,Clothing and footwear,%,2.9
Monthly rate of change in HICP,February,1997,04,"Housing, water, electricity, gas and other fuels",%,0.2
Monthly rate of change in HICP,February,1997,05,"Furnishings, household equipment and routine household maintenance",%,1.4
Monthly rate of change in HICP,February,1997,06,Health,%,0.0
Monthly rate of change in HICP,February,1997,07,Transport,%,1.0
Monthly rate of change in HICP,February,1997,08,Communications,%,-0.1
Monthly rate of change in HICP,February,1997,09,Recreation and culture,%,0.0
Monthly rate of change in HICP,February,1997,10,Education,%,0.3
Monthly rate of change in HICP,February,1997,11,Restaurants and hotels,%,0.2
Monthly rate of change in HICP,February,1997,12,Miscellaneous goods and services,%,0.2
Monthly rate of change in HICP,March,1997,00,All-items,%,0.0
Monthly rate of change in HICP,March,1997,01,Food and non-alcoholic beverages,%,0.1
Monthly rate of change in HICP,March,1997,02,"Alcoholic beverages, tobacco and narcotics",%,0.0
Monthly rate of change in HICP,March,1997,03,Clothing and footwear,%,0.8
Monthly rate of change in HICP,March,1997,04,"Housing, water, electricity, gas and other fuels",%,-0.8
Monthly rate of change in HICP,March,1997,05,"Furnishings, household equipment and routine household maintenance",%,0.2
Monthly rate of change in HICP,March,1997,06,Health,%,0.4
Monthly rate of change in HICP,March,1997,07,Transport,%,0.1
Monthly rate of change in HICP,March,1997,08,Communications,%,0.0
Monthly rate of change in HICP,March,1997,09,Recreation and culture,%,0.0
Monthly rate of change in HICP,March,1997,10,Education,%,0.0
Monthly rate of change in HICP,March,1997,11,Restaurants and hotels,%,0.0
Monthly rate of change in HICP,March,1997,12,Miscellaneous goods and services,%,0.5
Monthly rate of change in HICP,April,1997,00,All-items,%,0.1
Monthly rate of change in HICP,April,1997,01,Food and non-alcoholic beverages,%,0.5
Monthly rate of change in HICP,April,1997,02,"Alcoholic beverages, tobacco and narcotics",%,0.0
Monthly rate of change in HICP,April,1997,03,Clothing and footwear,%,0.2
Monthly rate of change in HICP,April,1997,04,"Housing, water, electricity, gas and other fuels",%,-0.4
Monthly rate of change in HICP,April,1997,05,"Furnishings, household equipment and routine household maintenance",%,0.0
Monthly rate of change in HICP,April,1997,06,Health,%,0.6
Monthly rate of change in HICP,April,1997,07,Transport,%,0.0
Monthly rate of change in HICP,April,1997,08,Communications,%,0.0
Monthly rate of change in HICP,April,1997,09,Recreation and culture,%,-0.5
Monthly rate of change in HICP,April,1997,10,Education,%,0.0
Monthly rate of change in HICP,April,1997,11,Restaurants and hotels,%,0.3
Monthly rate of change in HICP,April,1997,12,Miscellaneous goods and services,%,0.3
Monthly rate of change in HICP,May,1997,00,All-items,%,0.0
Monthly rate of change in HICP,May,1997,01,Food and non-alcoholic beverages,%,0.4
Monthly rate of change in HICP,May,1997,02,"Alcoholic beverages, tobacco and narcotics",%,0.0
Monthly rate of change in HICP,May,1997,03,Clothing and footwear,%,-0.2
Monthly rate of change in HICP,May,1997,04,"Housing, water, electricity, gas and other fuels",%,0.4
Monthly rate of change in HICP,May,1997,05,"Furnishings, household equipment and routine household maintenance",%,0.3
Monthly rate of change in HICP,May,1997,06,Health,%,0.0
Monthly rate of change in HICP,May,1997,07,Transport,%,-0.1
Monthly rate of change in HICP,May,1997,08,Communications,%,-1.6
Monthly rate of change in HICP,May,1997,09,Recreation and culture,%,0.1
Monthly rate of change in HICP,May,1997,10,Education,%,0.3
Monthly rate of change in HICP,May,1997,11,Restaurants and hotels,%,0.0
Monthly rate of change in HICP,May,1997,12,Miscellaneous goods and services,%,0.2
Monthly rate of change in HICP,June,1997,00,All-items,%,0.3
Monthly rate of change in HICP,June,1997,01,Food and non-alcoholic beverages,%,0.7
Monthly rate of change in HICP,June,1997,02,"Alcoholic beverages, tobacco and narcotics",%,0.0
Monthly rate of change in HICP,June,1997,03,Clothing and footwear,%,-0.5
Monthly rate of change in HICP,June,1997,04,"Housing, water, electricity, gas and other fuels",%,0.2
Monthly rate of change in HICP,June,1997,05,"Furnishings, household equipment and routine household maintenance",%,0.2
Monthly rate of change in HICP,June,1997,06,Health,%,0.0
Monthly rate of change in HICP,June,1997,07,Transport,%,0.7
Monthly rate of change in HICP,June,1997,08,Communications,%,0.0
Monthly rate of change in HICP,June,1997,09,Recreation and culture,%,0.3
Monthly rate of change in HICP,June,1997,10,Education,%,0.0
Monthly rate of change in HICP,June,1997,11,Restaurants and hotels,%,0.2
Monthly rate of change in HICP,June,1997,12,Miscellaneous goods and services,%,-0.2
Monthly rate of change in HICP,July,1997,00,All-items,%,-0.1
Monthly rate of change in HICP,July,1997,01,Food and non-alcoholic beverages,%,1.0
Monthly rate of change in HICP,July,1997,02,"Alcoholic beverages, tobacco and narcotics",%,0.0
Monthly rate of change in HICP,July,1997,03,Clothing and footwear,%,-6.3
Monthly rate of change in HICP,July,1997,04,"Housing, water, electricity, gas and other fuels",%,-0.4
Monthly rate of change in HICP,July,1997,05,"Furnishings, household equipment and routine household maintenance",%,-0.2
Monthly rate of change in HICP,July,1997,06,Health,%,0.2
Monthly rate of change in HICP,July,1997,07,Transport,%,0.0
Monthly rate of change in HICP,July,1997,08,Communications,%,0.0
Monthly rate of change in HICP,July,1997,09,Recreation and culture,%,0.1
Monthly rate of change in HICP,July,1997,10,Education,%,0.0
Monthly rate of change in HICP,July,1997,11,Restaurants and hotels,%,0.0
Monthly rate of change in HICP,July,1997,12,Miscellaneous goods and services,%,0.2
Monthly rate of change in HICP,August,1997,00,All-items,%,-0.3
Monthly rate of change in HICP,August,1997,01,Food and non-alcoholic beverages,%,-0.7
Monthly rate of change in HICP,August,1997,02,"Alcoholic beverages, tobacco and narcotics",%,0.0
Monthly rate of change in HICP,August,1997,03,Clothing and footwear,%,-0.2
Monthly rate of change in HICP,August,1997,04,"Housing, water, electricity, gas and other fuels",%,-3.0
Monthly rate of change in HICP,August,1997,05,"Furnishings, household equipment and routine household maintenance",%,0.4
Monthly rate of change in HICP,August,1997,06,Health,%,0.2
Monthly rate of change in HICP,August,1997,07,Transport,%,0.1
Monthly rate of change in HICP,August,1997,08,Communications,%,0.0
Monthly rate of change in HICP,August,1997,09,Recreation and culture,%,0.5
Monthly rate of change in HICP,August,1997,10,Education,%,0.0
Monthly rate of change in HICP,August,1997,11,Restaurants and hotels,%,0.2
Monthly rate of change in HICP,August,1997,12,Miscellaneous goods and services,%,0.9
Monthly rate of change in HICP,September,1997,00,All-items,%,0.4
Monthly rate of change in HICP,September,1997,01,Food and non-alcoholic beverages,%,0.0
Monthly rate of change in HICP,September,1997,02,"Alcoholic beverages, tobacco and narcotics",%,0.0
Monthly rate of change in HICP,September,1997,03,Clothing and footwear,%,2.7
Monthly rate of change in HICP,September,1997,04,"Housing, water, electricity, gas and other fuels",%,0.4
Monthly rate of change in HICP,September,1997,05,"Furnishings, household equipment and routine household maintenance",%,1.3
Monthly rate of change in HICP,September,1997,06,Health,%,0.2
Monthly rate of change in HICP,September,1997,07,Transport,%,0.9
Monthly rate of change in HICP,September,1997,08,Communications,%,-0.2
Monthly rate of change in HICP,September,1997,09,Recreation and culture,%,0.1
Monthly rate of change in HICP,September,1997,10,Education,%,0.0
Monthly rate of change in HICP,September,1997,11,Restaurants and hotels,%,0.0
Monthly rate of change in HICP,September,1997,12,Miscellaneous goods and services,%,-0.2
Monthly rate of change in HICP,October,1997,00,All-items,%,0.1
Monthly rate of change in HICP,October,1997,01,Food and non-alcoholic beverages,%,-0.5
Monthly rate of change in HICP,October,1997,02,"Alcoholic beverages, tobacco and narcotics",%,0.4
Monthly rate of change in HICP,October,1997,03,Clothing and footwear,%,0.2
Monthly rate of change in HICP,October,1997,04,"Housing, water, electricity, gas and other fuels",%,0.0
Monthly rate of change in HICP,October,1997,05,"Furnishings, household equipment and routine household maintenance",%,0.1
Monthly rate of change in HICP,October,1997,06,Health,%,0.6
Monthly rate of change in HICP,October,1997,07,Transport,%,-0.5
Monthly rate of change in HICP,October,1997,08,Communications,%,0.0
Monthly rate of change in HICP,October,1997,09,Recreation and culture,%,0.1
Monthly rate of change in HICP,October,1997,10,Education,%,0.0
Monthly rate of change in HICP,October,1997,11,Restaurants and hotels,%,1.2
Monthly rate of change in HICP,October,1997,12,Miscellaneous goods and services,%,0.3
Monthly rate of change in HICP,November,1997,00,All-items,%,0.3
Monthly rate of change in HICP,November,1997,01,Food and non-alcoholic beverages,%,0.5
Monthly rate of change in HICP,November,1997,02,"Alcoholic beverages, tobacco and narcotics",%,0.2
Monthly rate of change in HICP,November,1997,03,Clothing and footwear,%,0.7
Monthly rate of change in HICP,November,1997,04,"Housing, water, electricity, gas and other fuels",%,0.8
Monthly rate of change in HICP,November,1997,05,"Furnishings, household equipment and routine household maintenance",%,0.5
Monthly rate of change in HICP,November,1997,06,Health,%,0.6
Monthly rate of change in HICP,November,1997,07,Transport,%,-0.1
Monthly rate of change in HICP,November,1997,08,Communications,%,-0.1
Monthly rate of change in HICP,November,1997,09,Recreation and culture,%,0.1
Monthly rate of change in HICP,November,1997,10,Education,%,2.5
Monthly rate of change in HICP,November,1997,11,Restaurants and hotels,%,0.8
Monthly rate of change in HICP,November,1997,12,Miscellaneous goods and services,%,0.3
Monthly rate of change in HICP,December,1997,00,All-items,%,0.4
Monthly rate of change in HICP,December,1997,01,Food and non-alcoholic beverages,%,0.5
Monthly rate of change in HICP,December,1997,02,"Alcoholic beverages, tobacco and narcotics",%,1.6
Monthly rate of change in HICP,December,1997,03,Clothing and footwear,%,0.0
Monthly rate of change in HICP,December,1997,04,"Housing, water, electricity, gas and other fuels",%,0.0
Monthly rate of change in HICP,December,1997,05,"Furnishings, household equipment and routine household maintenance",%,0.1
Monthly rate of change in HICP,December,1997,06,Health,%,0.0
Monthly rate of change in HICP,December,1997,07,Transport,%,0.1
Monthly rate of change in HICP,December,1997,08,Communications,%,0.7
Monthly rate of change in HICP,December,1997,09,Recreation and culture,%,0.0
Monthly rate of change in HICP,December,1997,10,Education,%,0.0
Monthly rate of change in HICP,December,1997,11,Restaurants and hotels,%,0.0
Monthly rate of change in HICP,December,1997,12,Miscellaneous goods and services,%,0.3
Monthly rate of change in HICP,January,1998,00,All-items,%,-0.7
Monthly rate of change in HICP,January,1998,01,Food and non-alcoholic beverages,%,0.0
Monthly rate of change in HICP,January,1998,02,"Alcoholic beverages, tobacco and narcotics",%,0.6
Monthly rate of change in HICP,January,1998,03,Clothing and footwear,%,-9.2
Monthly rate of change in HICP,January,1998,04,"Housing, water, electricity, gas and other fuels",%,0.2
Monthly rate of change in HICP,January,1998,05,"Furnishings, household equipment and routine household maintenance",%,-1.7
Monthly rate of change in HICP,January,1998,06,Health,%,0.4
Monthly rate of change in HICP,January,1998,07,Transport,%,-0.4
Monthly rate of change in HICP,January,1998,08,Communications,%,-3.7
Monthly rate of change in HICP,January,1998,09,Recreation and culture,%,0.0
Monthly rate of change in HICP,January,1998,10,Education,%,0.0
Monthly rate of change in HICP,January,1998,11,Restaurants and hotels,%,0.2
Monthly rate of change in HICP,January,1998,12,Miscellaneous goods and services,%,0.2
Monthly rate of change in HICP,February,1998,00,All-items,%,0.4
Monthly rate of change in HICP,February,1998,01,Food and non-alcoholic beverages,%,0.1
Monthly rate of change in HICP,February,1998,02,"Alcoholic beverages, tobacco and narcotics",%,0.2
Monthly rate of change in HICP,February,1998,03,Clothing and footwear,%,4.8
Monthly rate of change in HICP,February,1998,04,"Housing, water, electricity, gas and other fuels",%,0.0
Monthly rate of change in HICP,February,1998,05,"Furnishings, household equipment and routine household maintenance",%,1.5
Monthly rate of change in HICP,February,1998,06,Health,%,1.0
Monthly rate of change in HICP,February,1998,07,Transport,%,-0.1
Monthly rate of change in HICP,February,1998,08,Communications,%,0.0
Monthly rate of change in HICP,February,1998,09,Recreation and culture,%,0.4
Monthly rate of change in HICP,February,1998,10,Education,%,0.0
Monthly rate of change in HICP,February,1998,11,Restaurants and hotels,%,0.2
Monthly rate of change in HICP,February,1998,12,Miscellaneous goods and services,%,0.3
Monthly rate of change in HICP,March,1998,00,All-items,%,0.6
Monthly rate of change in HICP,March,1998,01,Food and non-alcoholic beverages,%,0.6
Monthly rate of change in HICP,March,1998,02,"Alcoholic beverages, tobacco and narcotics",%,0.2
Monthly rate of change in HICP,March,1998,03,Clothing and footwear,%,2.0
Monthly rate of change in HICP,March,1998,04,"Housing, water, electricity, gas and other fuels",%,0.0
Monthly rate of change in HICP,March,1998,05,"Furnishings, household equipment and routine household maintenance",%,1.1
Monthly rate of change in HICP,March,1998,06,Health,%,1.0
Monthly rate of change in HICP,March,1998,07,Transport,%,1.1
Monthly rate of change in HICP,March,1998,08,Communications,%,0.0
Monthly rate of change in HICP,March,1998,09,Recreation and culture,%,0.1
Monthly rate of change in HICP,March,1998,10,Education,%,0.0
Monthly rate of change in HICP,March,1998,11,Restaurants and hotels,%,0.2
Monthly rate of change in HICP,March,1998,12,Miscellaneous goods and services,%,0.8
Monthly rate of change in HICP,April,1998,00,All-items,%,0.6
Monthly rate of change in HICP,April,1998,01,Food and non-alcoholic beverages,%,1.5
Monthly rate of change in HICP,April,1998,02,"Alcoholic beverages, tobacco and narcotics",%,0.8
Monthly rate of change in HICP,April,1998,03,Clothing and footwear,%,0.5
Monthly rate of change in HICP,April,1998,04,"Housing, water, electricity, gas and other fuels",%,-0.2
Monthly rate of change in HICP,April,1998,05,"Furnishings, household equipment and routine household maintenance",%,0.3
Monthly rate of change in HICP,April,1998,06,Health,%,0.6
Monthly rate of change in HICP,April,1998,07,Transport,%,-0.1
Monthly rate of change in HICP,April,1998,08,Communications,%,-0.2
Monthly rate of change in HICP,April,1998,09,Recreation and culture,%,0.5
Monthly rate of change in HICP,April,1998,10,Education,%,0.0
Monthly rate of change in HICP,April,1998,11,Restaurants and hotels,%,0.3
Monthly rate of change in HICP,April,1998,12,Miscellaneous goods and services,%,0.7
Monthly rate of change in HICP,May,1998,00,All-items,%,0.3
Monthly rate of change in HICP,May,1998,01,Food and non-alcoholic beverages,%,1.2
Monthly rate of change in HICP,May,1998,02,"Alcoholic beverages, tobacco and narcotics",%,0.0
Monthly rate of change in HICP,May,1998,03,Clothing and footwear,%,0.4
Monthly rate of change in HICP,May,1998,04,"Housing, water, electricity, gas and other fuels",%,0.4
Monthly rate of change in HICP,May,1998,05,"Furnishings, household equipment and routine household maintenance",%,0.4
Monthly rate of change in HICP,May,1998,06,Health,%,0.6
Monthly rate of change in HICP,May,1998,07,Transport,%,0.1
Monthly rate of change in HICP,May,1998,08,Communications,%,0.0
Monthly rate of change in HICP,May,1998,09,Recreation and culture,%,0.0
Monthly rate of change in HICP,May,1998,10,Education,%,0.3
Monthly rate of change in HICP,May,1998,11,Restaurants and hotels,%,0.3
Monthly rate of change in HICP,May,1998,12,Miscellaneous goods and services,%,0.3
Monthly rate of change in HICP,June,1998,00,All-items,%,0.6
Monthly rate of change in HICP,June,1998,01,Food and non-alcoholic beverages,%,0.9
Monthly rate of change in HICP,June,1998,02,"Alcoholic beverages, tobacco and narcotics",%,0.4
Monthly rate of change in HICP,June,1998,03,Clothing and footwear,%,0.0
Monthly rate of change in HICP,June,1998,04,"Housing, water, electricity, gas and other fuels",%,0.0
Monthly rate of change in HICP,June,1998,05,"Furnishings, household equipment and routine household maintenance",%,0.2
Monthly rate of change in HICP,June,1998,06,Health,%,0.2
Monthly rate of change in HICP,June,1998,07,Transport,%,0.0
Monthly rate of change in HICP,June,1998,08,Communications,%,0.0
Monthly rate of change in HICP,June,1998,09,Recreation and culture,%,0.4
Monthly rate of change in HICP,June,1998,10,Education,%,0.0
Monthly rate of change in HICP,June,1998,11,Restaurants and hotels,%,1.0
Monthly rate of change in HICP,June,1998,12,Miscellaneous goods and services,%,0.2
Monthly rate of change in HICP,July,1998,00,All-items,%,-0.3
Monthly rate of change in HICP,July,1998,01,Food and non-alcoholic beverages,%,0.7
Monthly rate of change in HICP,July,1998,02,"Alcoholic beverages, tobacco and narcotics",%,0.2
Monthly rate of change in HICP,July,1998,03,Clothing and footwear,%,-7.8
Monthly rate of change in HICP,July,1998,04,"Housing, water, electricity, gas and other fuels",%,-0.2
Monthly rate of change in HICP,July,1998,05,"Furnishings, household equipment and routine household maintenance",%,-1.1
Monthly rate of change in HICP,July,1998,06,Health,%,0.4
Monthly rate of change in HICP,July,1998,07,Transport,%,0.1
Monthly rate of change in HICP,July,1998,08,Communications,%,-3.1
Monthly rate of change in HICP,July,1998,09,Recreation and culture,%,0.0
Monthly rate of change in HICP,July,1998,10,Education,%,0.0
Monthly rate of change in HICP,July,1998,11,Restaurants and hotels,%,0.8
Monthly rate of change in HICP,July,1998,12,Miscellaneous goods and services,%,0.7
Monthly rate of change in HICP,August,1998,00,All-items,%,0.1
Monthly rate of change in HICP,August,1998,01,Food and non-alcoholic beverages,%,-0.7
Monthly rate of change in HICP,August,1998,02,"Alcoholic beverages, tobacco and narcotics",%,0.2
Monthly rate of change in HICP,August,1998,03,Clothing and footwear,%,3.6
Monthly rate of change in HICP,August,1998,04,"Housing, water, electricity, gas and other fuels",%,0.2
Monthly rate of change in HICP,August,1998,05,"Furnishings, household equipment and routine household maintenance",%,0.9
Monthly rate of change in HICP,August,1998,06,Health,%,1.0
Monthly rate of change in HICP,August,1998,07,Transport,%,0.1
Monthly rate of change in HICP,August,1998,08,Communications,%,0.0
Monthly rate of change in HICP,August,1998,09,Recreation and culture,%,0.2
Monthly rate of change in HICP,August,1998,10,Education,%,0.3
Monthly rate of change in HICP,August,1998,11,Restaurants and hotels,%,0.0
Monthly rate of change in HICP,August,1998,12,Miscellaneous goods and services,%,0.3
Monthly rate of change in HICP,September,1998,00,All-items,%,0.3
Monthly rate of change in HICP,September,1998,01,Food and non-alcoholic beverages,%,-0.6
Monthly rate of change in HICP,September,1998,02,"Alcoholic beverages, tobacco and narcotics",%,0.0
Monthly rate of change in HICP,September,1998,03,Clothing and footwear,%,2.2
Monthly rate of change in HICP,September,1998,04,"Housing, water, electricity, gas and other fuels",%,0.0
Monthly rate of change in HICP,September,1998,05,"Furnishings, household equipment and routine household maintenance",%,1.3
Monthly rate of change in HICP,September,1998,06,Health,%,0.4
Monthly rate of change in HICP,September,1998,07,Transport,%,-0.3
Monthly rate of change in HICP,September,1998,08,Communications,%,0.0
Monthly rate of change in HICP,September,1998,09,Recreation and culture,%,0.5
Monthly rate of change in HICP,September,1998,10,Education,%,0.0
Monthly rate of change in HICP,September,1998,11,Restaurants and hotels,%,0.2
Monthly rate of change in HICP,September,1998,12,Miscellaneous goods and services,%,0.5
Monthly rate of change in HICP,October,1998,00,All-items,%,0.0
Monthly rate of change in HICP,October,1998,01,Food and non-alcoholic beverages,%,-0.2
Monthly rate of change in HICP,October,1998,02,"Alcoholic beverages, tobacco and narcotics",%,0.0
Monthly rate of change in HICP,October,1998,03,Clothing and footwear,%,-0.2
Monthly rate of change in HICP,October,1998,04,"Housing, water, electricity, gas and other fuels",%,0.4
Monthly rate of change in HICP,October,1998,05,"Furnishings, household equipment and routine household maintenance",%,-0.3
Monthly rate of change in HICP,October,1998,06,Health,%,0.2
Monthly rate of change in HICP,October,1998,07,Transport,%,-0.4
Monthly rate of change in HICP,October,1998,08,Communications,%,-0.1
Monthly rate of change in HICP,October,1998,09,Recreation and culture,%,0.1
Monthly rate of change in HICP,October,1998,10,Education,%,0.0
Monthly rate of change in HICP,October,1998,11,Restaurants and hotels,%,0.2
Monthly rate of change in HICP,October,1998,12,Miscellaneous goods and services,%,0.0
Monthly rate of change in HICP,November,1998,00,All-items,%,0.0
Monthly rate of change in HICP,November,1998,01,Food and non-alcoholic beverages,%,-0.4
Monthly rate of change in HICP,November,1998,02,"Alcoholic beverages, tobacco and narcotics",%,0.0
Monthly rate of change in HICP,November,1998,03,Clothing and footwear,%,0.9
Monthly rate of change in HICP,November,1998,04,"Housing, water, electricity, gas and other fuels",%,0.2
Monthly rate of change in HICP,November,1998,05,"Furnishings, household equipment and routine household maintenance",%,0.4
Monthly rate of change in HICP,November,1998,06,Health,%,0.6
Monthly rate of change in HICP,November,1998,07,Transport,%,0.0
Monthly rate of change in HICP,November,1998,08,Communications,%,-3.8
Monthly rate of change in HICP,November,1998,09,Recreation and culture,%,0.1
Monthly rate of change in HICP,November,1998,10,Education,%,4.6
Monthly rate of change in HICP,November,1998,11,Restaurants and hotels,%,0.0
Monthly rate of change in HICP,November,1998,12,Miscellaneous goods and services,%,0.3
Monthly rate of change in HICP,December,1998,00,All-items,%,0.3
Monthly rate of change in HICP,December,1998,01,Food and non-alcoholic beverages,%,1.1
Monthly rate of change in HICP,December,1998,02,"Alcoholic beverages, tobacco and narcotics",%,0.6
Monthly rate of change in HICP,December,1998,03,Clothing and footwear,%,0.0
Monthly rate of change in HICP,December,1998,04,"Housing, water, electricity, gas and other fuels",%,-0.2
Monthly rate of change in HICP,December,1998,05,"Furnishings, household equipment and routine household maintenance",%,0.2
Monthly rate of change in HICP,December,1998,06,Health,%,0.0
Monthly rate of change in HICP,December,1998,07,Transport,%,-0.4
Monthly rate of change in HICP,December,1998,08,Communications,%,-0.5
Monthly rate of change in HICP,December,1998,09,Recreation and culture,%,0.0
Monthly rate of change in HICP,December,1998,10,Education,%,0.0
Monthly rate of change in HICP,December,1998,11,Restaurants and hotels,%,0.3
Monthly rate of change in HICP,December,1998,12,Miscellaneous goods and services,%,0.2
Monthly rate of change in HICP,January,1999,00,All-items,%,-0.8
Monthly rate of change in HICP,January,1999,01,Food and non-alcoholic beverages,%,0.2
Monthly rate of change in HICP,January,1999,02,"Alcoholic beverages, tobacco and narcotics",%,0.6
Monthly rate of change in HICP,January,1999,03,Clothing and footwear,%,-11.3
Monthly rate of change in HICP,January,1999,04,"Housing, water, electricity, gas and other fuels",%,-0.2
Monthly rate of change in HICP,January,1999,05,"Furnishings, household equipment and routine household maintenance",%,-2.0
Monthly rate of change in HICP,January,1999,06,Health,%,0.0
Monthly rate of change in HICP,January,1999,07,Transport,%,-0.7
Monthly rate of change in HICP,January,1999,08,Communications,%,0.0
Monthly rate of change in HICP,January,1999,09,Recreation and culture,%,0.5
Monthly rate of change in HICP,January,1999,10,Education,%,-6.5
Monthly rate of change in HICP,January,1999,11,Restaurants and hotels,%,0.2
Monthly rate of change in HICP,January,1999,12,Miscellaneous goods and services,%,0.0
Monthly rate of change in HICP,February,1999,00,All-items,%,0.7
Monthly rate of change in HICP,February,1999,01,Food and non-alcoholic beverages,%,0.6
Monthly rate of change in HICP,February,1999,02,"Alcoholic beverages, tobacco and narcotics",%,0.0
Monthly rate of change in HICP,February,1999,03,Clothing and footwear,%,4.9
Monthly rate of change in HICP,February,1999,04,"Housing, water, electricity, gas and other fuels",%,0.6
Monthly rate of change in HICP,February,1999,05,"Furnishings, household equipment and routine household maintenance",%,1.5
Monthly rate of change in HICP,February,1999,06,Health,%,0.2
Monthly rate of change in HICP,February,1999,07,Transport,%,0.4
Monthly rate of change in HICP,February,1999,08,Communications,%,0.0
Monthly rate of change in HICP,February,1999,09,Recreation and culture,%,0.6
Monthly rate of change in HICP,February,1999,10,Education,%,0.0
Monthly rate of change in HICP,February,1999,11,Restaurants and hotels,%,0.2
Monthly rate of change in HICP,February,1999,12,Miscellaneous goods and services,%,0.3
Monthly rate of change in HICP,March,1999,00,All-items,%,0.3
Monthly rate of change in HICP,March,1999,01,Food and non-alcoholic beverages,%,0.1
Monthly rate of change in HICP,March,1999,02,"Alcoholic beverages, tobacco and narcotics",%,0.0
Monthly rate of change in HICP,March,1999,03,Clothing and footwear,%,2.6
Monthly rate of change in HICP,March,1999,04,"Housing, water, electricity, gas and other fuels",%,0.0
Monthly rate of change in HICP,March,1999,05,"Furnishings, household equipment and routine household maintenance",%,0.5
Monthly rate of change in HICP,March,1999,06,Health,%,0.4
Monthly rate of change in HICP,March,1999,07,Transport,%,0.1
Monthly rate of change in HICP,March,1999,08,Communications,%,0.0
Monthly rate of change in HICP,March,1999,09,Recreation and culture,%,0.0
Monthly rate of change in HICP,March,1999,10,Education,%,0.0
Monthly rate of change in HICP,March,1999,11,Restaurants and hotels,%,0.2
Monthly rate of change in HICP,March,1999,12,Miscellaneous goods and services,%,0.3
Monthly rate of change in HICP,April,1999,00,All-items,%,0.6
Monthly rate of change in HICP,April,1999,01,Food and non-alcoholic beverages,%,0.5
Monthly rate of change in HICP,April,1999,02,"Alcoholic beverages, tobacco and narcotics",%,0.7
Monthly rate of change in HICP,April,1999,03,Clothing and footwear,%,0.1
Monthly rate of change in HICP,April,1999,04,"Housing, water, electricity, gas and other fuels",%,0.8
Monthly rate of change in HICP,April,1999,05,"Furnishings, household equipment and routine household maintenance",%,-0.1
Monthly rate of change in HICP,April,1999,06,Health,%,0.2
Monthly rate of change in HICP,April,1999,07,Transport,%,1.2
